iso_code,continent,location,date,population,total_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests
AGO,Africa,Angola,8/26/2020,32866268,2332,45.286,103,1,1.571,70.954,1.491,1.378,3.134,0.03,0.048,1.14,,,,,,,,,
AGO,Africa,Angola,8/27/2020,32866268,2415,53,105,2,1.714,73.48,2.525,1.613,3.195,0.061,0.052,1.14,,,,,,,,,
AGO,Africa,Angola,8/28/2020,32866268,2471,57.571,106,1,1.714,75.183,1.704,1.752,3.225,0.03,0.052,1.14,,,,,,,,,
AGO,Africa,Angola,8/29/2020,32866268,2551,59.571,107,1,1.857,77.618,2.434,1.813,3.256,0.03,0.057,1.14,,,,,,,,,
AGO,Africa,Angola,8/30/2020,32866268,2624,64.714,107,0,1.571,79.839,2.221,1.969,3.256,0,0.048,1.13,,,,,,,,,
AGO,Africa,Angola,8/31/2020,32866268,2654,61.714,108,1,1.143,80.751,0.913,1.878,3.286,0.03,0.035,1.13,,,,,,,,,
AGO,Africa,Angola,9/1/2020,32866268,2729,63.714,109,1,1,83.033,2.282,1.939,3.316,0.03,0.03,1.13,,,,,,,,,
AGO,Africa,Angola,9/2/2020,32866268,2777,63.571,112,3,1.286,84.494,1.46,1.934,3.408,0.091,0.039,1.12,,,,,,,,,
AGO,Africa,Angola,9/3/2020,32866268,2805,55.714,113,1,1.143,85.346,0.852,1.695,3.438,0.03,0.035,1.12,,,,,,,,,
AGO,Africa,Angola,9/4/2020,32866268,2876,57.857,115,2,1.286,87.506,2.16,1.76,3.499,0.061,0.039,1.13,,,,,,,,,
AGO,Africa,Angola,9/5/2020,32866268,2935,54.857,117,2,1.429,89.301,1.795,1.669,3.56,0.061,0.043,1.13,,,,,,,,,
AGO,Africa,Angola,9/6/2020,32866268,2965,48.714,117,0,1.429,90.214,0.913,1.482,3.56,0,0.043,1.13,,,,,,,,,
AGO,Africa,Angola,9/7/2020,32866268,2981,46.714,120,3,1.714,90.701,0.487,1.421,3.651,0.091,0.052,1.13,,,,,,,,,
AGO,Africa,Angola,9/8/2020,32866268,3033,43.429,124,4,2.143,92.283,1.582,1.321,3.773,0.122,0.065,1.14,,,,,,,,,
AGO,Africa,Angola,9/9/2020,32866268,3092,45,126,2,2,94.078,1.795,1.369,3.834,0.061,0.061,1.15,,,,,,,,,
AGO,Africa,Angola,9/10/2020,32866268,3217,58.857,130,4,2.429,97.882,3.803,1.791,3.955,0.122,0.074,1.16,,,,,,,,,
AGO,Africa,Angola,9/11/2020,32866268,3279,57.571,131,1,2.286,99.768,1.886,1.752,3.986,0.03,0.07,1.16,,,,,,,,,
AGO,Africa,Angola,9/12/2020,32866268,3335,57.143,132,1,2.143,101.472,1.704,1.739,4.016,0.03,0.065,1.16,,,,,,,,,
AGO,Africa,Angola,9/13/2020,32866268,3388,60.429,134,2,2.429,103.084,1.613,1.839,4.077,0.061,0.074,1.17,,,,,,,,,
AGO,Africa,Angola,9/14/2020,32866268,3439,65.429,136,2,2.286,104.636,1.552,1.991,4.138,0.061,0.07,1.17,,,,,,,,,
AGO,Africa,Angola,9/15/2020,32866268,3569,76.571,139,3,2.143,108.592,3.955,2.33,4.229,0.091,0.065,1.17,,,,,,,,,
AGO,Africa,Angola,9/16/2020,32866268,3675,83.286,143,4,2.429,111.817,3.225,2.534,4.351,0.122,0.074,1.17,,,,,,,,,
AGO,Africa,Angola,9/17/2020,32866268,3789,81.714,144,1,2,115.285,3.469,2.486,4.381,0.03,0.061,1.17,,,,,,,,,
AGO,Africa,Angola,9/18/2020,32866268,3848,81.286,147,3,2.286,117.081,1.795,2.473,4.473,0.091,0.07,1.17,,,,,,,,,
AGO,Africa,Angola,9/19/2020,32866268,3901,80.857,147,0,2.143,118.693,1.613,2.46,4.473,0,0.065,1.17,,,,,,,,,
AGO,Africa,Angola,9/20/2020,32866268,3991,86.143,152,5,2.571,121.431,2.738,2.621,4.625,0.152,0.078,1.17,,,,,,,,,
AGO,Africa,Angola,9/21/2020,32866268,4117,96.857,154,2,2.571,125.265,3.834,2.947,4.686,0.061,0.078,1.17,,,,,,,,,
AGO,Africa,Angola,9/22/2020,32866268,4236,95.286,155,1,2.286,128.886,3.621,2.899,4.716,0.03,0.07,1.17,,,,,,,,,
AGO,Africa,Angola,9/23/2020,32866268,4363,98.286,159,4,2.286,132.75,3.864,2.99,4.838,0.122,0.07,1.16,,,,,,,,,
AGO,Africa,Angola,9/24/2020,32866268,4475,98,162,3,2.571,136.158,3.408,2.982,4.929,0.091,0.078,1.16,,,,,,,,,
AGO,Africa,Angola,9/25/2020,32866268,4590,106,167,5,2.857,139.657,3.499,3.225,5.081,0.152,0.087,1.16,,,,,,,,,
AGO,Africa,Angola,9/26/2020,32866268,4672,110.143,171,4,3.429,142.152,2.495,3.351,5.203,0.122,0.104,1.15,,,,,,,,,
AGO,Africa,Angola,9/27/2020,32866268,4718,103.857,174,3,3.143,143.551,1.4,3.16,5.294,0.091,0.096,1.15,,,,,,,,,
AGO,Africa,Angola,9/28/2020,32866268,4797,97.143,176,2,3.143,145.955,2.404,2.956,5.355,0.061,0.096,1.15,,,,,,,,,
AGO,Africa,Angola,9/29/2020,32866268,4905,95.571,179,3,3.429,149.241,3.286,2.908,5.446,0.091,0.104,1.15,,,,,,,,,
AGO,Africa,Angola,9/30/2020,32866268,4972,87,183,4,3.429,151.28,2.039,2.647,5.568,0.122,0.104,1.15,,,,,,,,,
AGO,Africa,Angola,10/1/2020,32866268,5114,91.286,185,2,3.286,155.6,4.321,2.777,5.629,0.061,0.1,1.15,,,,,,,,,
AGO,Africa,Angola,10/2/2020,32866268,5211,88.714,189,4,3.143,158.552,2.951,2.699,5.751,0.122,0.096,1.16,,,,,,,,,
AGO,Africa,Angola,10/3/2020,32866268,5370,99.714,193,4,3.143,163.389,4.838,3.034,5.872,0.122,0.096,1.16,,,,,,,,,
AGO,Africa,Angola,10/4/2020,32866268,5402,97.714,195,2,3,164.363,0.974,2.973,5.933,0.061,0.091,1.16,,,,,,,,,
AGO,Africa,Angola,10/5/2020,32866268,5530,104.714,199,4,3.286,168.258,3.895,3.186,6.055,0.122,0.1,1.16,,,,,,,,,
AGO,Africa,Angola,10/6/2020,32866268,5725,117.143,211,12,4.571,174.191,5.933,3.564,6.42,0.365,0.139,1.16,,,,,,,,,
AGO,Africa,Angola,10/7/2020,32866268,5725,107.571,211,0,4,174.191,0,3.273,6.42,0,0.122,1.16,,,,,,,,,
AGO,Africa,Angola,10/8/2020,32866268,5958,120.571,208,-3,3.286,181.28,7.089,3.669,6.329,-0.091,0.1,1.17,,,,,,,,,
AGO,Africa,Angola,10/9/2020,32866268,6031,117.143,212,4,3.286,183.501,2.221,3.564,6.45,0.122,0.1,1.17,,,,,,,,,
AGO,Africa,Angola,10/10/2020,32866268,6246,125.143,218,6,3.571,190.043,6.542,3.808,6.633,0.183,0.109,1.17,,,,,,,,,
AGO,Africa,Angola,10/11/2020,32866268,6366,137.714,218,0,3.286,193.694,3.651,4.19,6.633,0,0.1,1.17,,,,,,,,,
AGO,Africa,Angola,10/12/2020,32866268,6488,136.857,219,1,2.857,197.406,3.712,4.164,6.663,0.03,0.087,1.17,,,,,,,,,
AGO,Africa,Angola,10/13/2020,32866268,6680,136.429,222,3,1.571,203.248,5.842,4.151,6.755,0.091,0.048,1.17,,,,,,,,,
AGO,Africa,Angola,10/14/2020,32866268,6846,160.143,227,5,2.286,208.299,5.051,4.873,6.907,0.152,0.07,1.17,,,,,,,,,
AGO,Africa,Angola,10/15/2020,32866268,7096,162.571,228,1,2.857,215.905,7.607,4.946,6.937,0.03,0.087,1.16,,,,,,,,,
AGO,Africa,Angola,10/16/2020,32866268,7222,170.143,234,6,3.143,219.739,3.834,5.177,7.12,0.183,0.096,1.16,,,,,,,,,
AGO,Africa,Angola,10/17/2020,32866268,7462,173.714,241,7,3.286,227.041,7.302,5.285,7.333,0.213,0.1,1.16,,,,,,,,,
AGO,Africa,Angola,10/18/2020,32866268,7622,179.429,247,6,4.143,231.91,4.868,5.459,7.515,0.183,0.126,1.15,,,,,,,,,
AGO,Africa,Angola,10/19/2020,32866268,7829,191.571,248,1,4.143,238.208,6.298,5.829,7.546,0.03,0.126,1.15,,,,,,,,,
AGO,Africa,Angola,10/20/2020,32866268,8049,195.571,251,3,4.143,244.902,6.694,5.951,7.637,0.091,0.126,1.14,,,,,,,,,
AGO,Africa,Angola,10/21/2020,32866268,8338,213.143,255,4,4,253.695,8.793,6.485,7.759,0.122,0.122,1.14,,,,,,,,,
AGO,Africa,Angola,10/22/2020,32866268,8582,212.286,260,5,4.571,261.119,7.424,6.459,7.911,0.152,0.139,1.13,,,,,,,,,
AGO,Africa,Angola,10/23/2020,32866268,8829,229.571,265,5,4.429,268.634,7.515,6.985,8.063,0.152,0.135,1.12,,,,,,,,,
AGO,Africa,Angola,10/24/2020,32866268,9026,223.429,267,2,3.714,274.628,5.994,6.798,8.124,0.061,0.113,1.11,,,,,,,,,
AGO,Africa,Angola,10/25/2020,32866268,9381,251.286,268,1,3,285.429,10.801,7.646,8.154,0.03,0.091,1.1,,,,,,,,,
AGO,Africa,Angola,10/26/2020,32866268,9644,259.286,270,2,3.143,293.432,8.002,7.889,8.215,0.061,0.096,1.09,,,,,,,,,
AGO,Africa,Angola,10/27/2020,32866268,9871,260.286,271,1,2.857,300.338,6.907,7.92,8.246,0.03,0.087,1.08,,,,,,,,,
AGO,Africa,Angola,10/28/2020,32866268,10074,248,275,4,2.857,306.515,6.177,7.546,8.367,0.122,0.087,1.07,,,,,,,,,
AGO,Africa,Angola,10/29/2020,32866268,10269,241,275,0,2.143,312.448,5.933,7.333,8.367,0,0.065,1.06,,,,,,,,,
AGO,Africa,Angola,10/30/2020,32866268,10558,247,279,4,2,321.241,8.793,7.515,8.489,0.122,0.061,1.05,,,,,,,,,
AGO,Africa,Angola,10/31/2020,32866268,10805,254.143,284,5,2.429,328.757,7.515,7.733,8.641,0.152,0.074,1.04,,,,,,,,,
AGO,Africa,Angola,11/1/2020,32866268,11035,236.286,286,2,2.571,335.755,6.998,7.189,8.702,0.061,0.078,1.03,,,,,,,,,
AGO,Africa,Angola,11/2/2020,32866268,11228,226.286,289,3,2.714,341.627,5.872,6.885,8.793,0.091,0.083,1.02,,,,,,,,,
AGO,Africa,Angola,11/3/2020,32866268,11577,243.714,291,2,2.857,352.246,10.619,7.415,8.854,0.061,0.087,1.01,,,,,,,,,
AGO,Africa,Angola,11/4/2020,32866268,11813,248.429,296,5,3,359.426,7.181,7.559,9.006,0.152,0.091,0.99,,,,,,,,,
AGO,Africa,Angola,11/5/2020,32866268,12102,261.857,299,3,3.429,368.219,8.793,7.967,9.097,0.091,0.104,0.98,,,,,,,,,
AGO,Africa,Angola,11/6/2020,32866268,12223,237.857,300,1,3,371.901,3.682,7.237,9.128,0.03,0.091,0.97,,,,,,,,,
AGO,Africa,Angola,11/7/2020,32866268,12335,218.571,303,3,2.714,375.309,3.408,6.65,9.219,0.091,0.083,0.96,,,,,,,,,
AGO,Africa,Angola,11/8/2020,32866268,12433,199.714,307,4,3,378.291,2.982,6.077,9.341,0.122,0.091,0.95,,,,,,,,,
AGO,Africa,Angola,11/9/2020,32866268,12680,207.429,308,1,2.714,385.806,7.515,6.311,9.371,0.03,0.083,0.94,,,,,,,,,
AGO,Africa,Angola,11/10/2020,32866268,12816,177,308,0,2.429,389.944,4.138,5.385,9.371,0,0.074,0.93,,,,,,,,,
AGO,Africa,Angola,11/11/2020,32866268,12953,162.857,312,4,2.286,394.112,4.168,4.955,9.493,0.122,0.07,0.93,,,,,,,,,
AGO,Africa,Angola,11/12/2020,32866268,13053,135.857,315,3,2.286,397.155,3.043,4.134,9.584,0.091,0.07,0.92,,,,,,,,,
AGO,Africa,Angola,11/13/2020,32866268,13228,143.571,317,2,2.429,402.48,5.325,4.368,9.645,0.061,0.074,0.92,,,,,,,,,
AGO,Africa,Angola,11/14/2020,32866268,13374,148.429,322,5,2.714,406.922,4.442,4.516,9.797,0.152,0.083,0.92,,,,,,,,,
AGO,Africa,Angola,11/15/2020,32866268,13451,145.429,322,0,2.143,409.265,2.343,4.425,9.797,0,0.065,0.91,,,,,,,,,
AGO,Africa,Angola,11/16/2020,32866268,13615,133.571,324,2,2.286,414.255,4.99,4.064,9.858,0.061,0.07,0.91,,,,,,,,,
AGO,Africa,Angola,11/17/2020,32866268,13818,143.143,328,4,2.857,420.431,6.177,4.355,9.98,0.122,0.087,0.91,,,,,,,,,
AGO,Africa,Angola,11/18/2020,32866268,13922,138.429,332,4,2.857,423.595,3.164,4.212,10.102,0.122,0.087,0.9,,,,,,,,,
AGO,Africa,Angola,11/19/2020,32866268,14134,154.429,333,1,2.571,430.046,6.45,4.699,10.132,0.03,0.078,0.9,,,,,,,,,
AGO,Africa,Angola,11/20/2020,32866268,14267,148.429,334,1,2.429,434.092,4.047,4.516,10.162,0.03,0.074,0.9,,,,,,,,,
AGO,Africa,Angola,11/21/2020,32866268,14413,148.429,336,2,2,438.535,4.442,4.516,10.223,0.061,0.061,0.89,,,,,,,,,
AGO,Africa,Angola,11/22/2020,32866268,14493,148.857,337,1,2.143,440.969,2.434,4.529,10.254,0.03,0.065,0.89,,,,,,,,,
AGO,Africa,Angola,11/23/2020,32866268,14634,145.571,337,0,1.857,445.259,4.29,4.429,10.254,0,0.057,0.88,,,,,,,,,
AGO,Africa,Angola,11/24/2020,32866268,14742,132,338,1,1.429,448.545,3.286,4.016,10.284,0.03,0.043,0.88,,,,,,,,,
AGO,Africa,Angola,11/25/2020,32866268,14821,128.429,340,2,1.143,450.949,2.404,3.908,10.345,0.061,0.035,0.87,,,,,,,,,
AGO,Africa,Angola,11/26/2020,32866268,14920,112.286,341,1,1.143,453.961,3.012,3.416,10.375,0.03,0.035,0.87,,,,,,,,,
AGO,Africa,Angola,11/27/2020,32866268,15008,105.857,342,1,1.143,456.638,2.678,3.221,10.406,0.03,0.035,0.87,,,,,,,,,
AGO,Africa,Angola,11/28/2020,32866268,15087,96.286,345,3,1.286,459.042,2.404,2.93,10.497,0.091,0.039,0.87,,,,,,,,,
AGO,Africa,Angola,11/29/2020,32866268,15103,87.143,346,1,1.286,459.529,0.487,2.651,10.528,0.03,0.039,0.87,,,,,,,,,
AGO,Africa,Angola,11/30/2020,32866268,15139,72.143,348,2,1.571,460.624,1.095,2.195,10.588,0.061,0.048,0.87,,,,,,,,,
AGO,Africa,Angola,12/1/2020,32866268,15251,72.714,350,2,1.714,464.032,3.408,2.212,10.649,0.061,0.052,0.88,,,,,,,,,
AGO,Africa,Angola,12/2/2020,32866268,15319,71.143,351,1,1.571,466.101,2.069,2.165,10.68,0.03,0.048,0.88,,,,,,,,,
AGO,Africa,Angola,12/3/2020,32866268,15361,63,352,1,1.571,467.379,1.278,1.917,10.71,0.03,0.048,0.89,,,,,,,,,
AGO,Africa,Angola,12/4/2020,32866268,15493,69.286,353,1,1.571,471.395,4.016,2.108,10.74,0.03,0.048,0.89,,,,,,,,,
AGO,Africa,Angola,12/5/2020,32866268,15536,64.143,354,1,1.286,472.704,1.308,1.952,10.771,0.03,0.039,0.9,,,,,,,,,
AGO,Africa,Angola,12/6/2020,32866268,15591,69.714,354,0,1.143,474.377,1.673,2.121,10.771,0,0.035,0.91,,,,,,,,,
AGO,Africa,Angola,12/7/2020,32866268,15648,72.714,354,0,0.857,476.111,1.734,2.212,10.771,0,0.026,0.91,,,,,,,,,
AGO,Africa,Angola,12/8/2020,32866268,15729,68.286,355,1,0.714,478.576,2.465,2.078,10.801,0.03,0.022,0.92,,,,,,,,,
AGO,Africa,Angola,12/9/2020,32866268,15804,69.286,358,3,1,480.858,2.282,2.108,10.893,0.091,0.03,0.92,,,,,,,,,
AGO,Africa,Angola,12/10/2020,32866268,15925,80.571,362,4,1.429,484.539,3.682,2.451,11.014,0.122,0.043,0.93,,,,,,,,,
AGO,Africa,Angola,12/11/2020,32866268,16061,81.143,365,3,1.714,488.677,4.138,2.469,11.106,0.091,0.052,0.94,,,,,,,,,
AGO,Africa,Angola,12/12/2020,32866268,16161,89.286,366,1,1.714,491.72,3.043,2.717,11.136,0.03,0.052,0.94,,,,,,,,,
AGO,Africa,Angola,12/13/2020,32866268,16188,85.286,371,5,2.429,492.541,0.822,2.595,11.288,0.152,0.074,0.94,,,,,,,,,
AGO,Africa,Angola,12/14/2020,32866268,16277,89.857,372,1,2.571,495.249,2.708,2.734,11.319,0.03,0.078,0.94,,,,,,,,,
AGO,Africa,Angola,12/15/2020,32866268,16362,90.429,372,0,2.429,497.836,2.586,2.751,11.319,0,0.074,0.94,,,,,,,,,
AGO,Africa,Angola,12/16/2020,32866268,16407,86.143,379,7,3,499.205,1.369,2.621,11.532,0.213,0.091,0.94,,,,,,,,,
AGO,Africa,Angola,12/17/2020,32866268,16484,79.857,382,3,2.857,501.548,2.343,2.43,11.623,0.091,0.087,0.94,,,,,,,,,
AGO,Africa,Angola,12/18/2020,32866268,16562,71.571,384,2,2.714,503.921,2.373,2.178,11.684,0.061,0.083,0.94,,,,,,,,,
AGO,Africa,Angola,12/19/2020,32866268,16626,66.429,386,2,2.857,505.868,1.947,2.021,11.745,0.061,0.087,0.95,,,,,,,,,
AGO,Africa,Angola,12/20/2020,32866268,16644,65.143,387,1,2.286,506.416,0.548,1.982,11.775,0.03,0.07,0.95,,,,,,,,,
AGO,Africa,Angola,12/21/2020,32866268,16686,58.429,390,3,2.571,507.694,1.278,1.778,11.866,0.091,0.078,0.96,,,,,,,,,
AGO,Africa,Angola,12/22/2020,32866268,16802,62.857,393,3,3,511.223,3.529,1.913,11.958,0.091,0.091,0.96,,,,,,,,,
AGO,Africa,Angola,12/23/2020,32866268,16931,74.857,393,0,2,515.148,3.925,2.278,11.958,0,0.061,0.97,,,,,,,,,
AGO,Africa,Angola,12/24/2020,32866268,17029,77.857,393,0,1.571,518.13,2.982,2.369,11.958,0,0.048,0.97,,,,,,,,,
AGO,Africa,Angola,12/25/2020,32866268,17099,76.714,396,3,1.714,520.26,2.13,2.334,12.049,0.091,0.052,0.97,,,,,,,,,
AGO,Africa,Angola,12/26/2020,32866268,17149,74.714,399,3,1.857,521.781,1.521,2.273,12.14,0.091,0.057,0.97,,,,,,,,,
AGO,Africa,Angola,12/27/2020,32866268,17240,85.143,399,0,1.714,524.55,2.769,2.591,12.14,0,0.052,0.97,,,,,,,,,
AGO,Africa,Angola,12/28/2020,32866268,17296,87.143,403,4,1.857,526.254,1.704,2.651,12.262,0.122,0.057,0.97,,,,,,,,,
AGO,Africa,Angola,12/29/2020,32866268,17371,81.286,403,0,1.429,528.536,2.282,2.473,12.262,0,0.043,0.97,,,,,,,,,
AGO,Africa,Angola,12/30/2020,32866268,17433,71.714,405,2,1.714,530.422,1.886,2.182,12.323,0.061,0.052,0.97,,,,,,,,,
AGO,Africa,Angola,12/31/2020,32866268,17553,74.857,405,0,1.714,534.073,3.651,2.278,12.323,0,0.052,0.97,,,,,,,,,
AGO,Africa,Angola,1/1/2021,32866268,17568,67,405,0,1.286,534.53,0.456,2.039,12.323,0,0.039,0.97,,,,,,,,,
AGO,Africa,Angola,1/2/2021,32866268,17608,65.571,407,2,1.143,535.747,1.217,1.995,12.384,0.061,0.035,0.97,,,,,,,,,
AGO,Africa,Angola,1/3/2021,32866268,17642,57.429,408,1,1.286,536.781,1.034,1.747,12.414,0.03,0.039,0.98,,,,,,,,,
AGO,Africa,Angola,1/4/2021,32866268,17684,55.429,408,0,0.714,538.059,1.278,1.686,12.414,0,0.022,0.98,,,,,,,,,
AGO,Africa,Angola,1/5/2021,32866268,17756,55,410,2,1,540.25,2.191,1.673,12.475,0.061,0.03,0.99,,,,,,,,,
AGO,Africa,Angola,1/6/2021,32866268,17864,61.571,413,3,1.143,543.536,3.286,1.873,12.566,0.091,0.035,1,,,,,,,,,
AGO,Africa,Angola,1/7/2021,32866268,17974,60.143,413,0,1.143,546.883,3.347,1.83,12.566,0,0.035,1,,,,,,,,,
AGO,Africa,Angola,1/8/2021,32866268,18066,71.143,415,2,1.429,549.682,2.799,2.165,12.627,0.061,0.043,1,,,,,,,,,
AGO,Africa,Angola,1/9/2021,32866268,18156,78.286,416,1,1.286,552.42,2.738,2.382,12.657,0.03,0.039,1,,,,,,,,,
AGO,Africa,Angola,1/10/2021,32866268,18193,78.714,416,0,1.143,553.546,1.126,2.395,12.657,0,0.035,1,,,,,,,,,
AGO,Africa,Angola,1/11/2021,32866268,18254,81.429,420,4,1.714,555.402,1.856,2.478,12.779,0.122,0.052,1,,,,,,,,,
AGO,Africa,Angola,1/12/2021,32866268,18343,83.857,422,2,1.714,558.11,2.708,2.551,12.84,0.061,0.052,1,,,,,,,,,
AGO,Africa,Angola,1/13/2021,32866268,18425,80.143,424,2,1.571,560.605,2.495,2.438,12.901,0.061,0.048,1,,,,,,,,,
AGO,Africa,Angola,1/14/2021,32866268,18613,91.286,425,1,1.714,566.325,5.72,2.777,12.931,0.03,0.052,1,,,,,,,,,
AGO,Africa,Angola,1/15/2021,32866268,18679,87.571,428,3,1.857,568.333,2.008,2.664,13.022,0.091,0.057,0.99,,,,,,,,,
AGO,Africa,Angola,1/16/2021,32866268,18765,87,431,3,2.143,570.95,2.617,2.647,13.114,0.091,0.065,0.99,,,,,,,,,
AGO,Africa,Angola,1/17/2021,32866268,18875,97.429,436,5,2.857,574.297,3.347,2.964,13.266,0.152,0.087,0.98,,,,,,,,,
AGO,Africa,Angola,1/18/2021,32866268,18926,96,439,3,2.714,575.849,1.552,2.921,13.357,0.091,0.083,0.97,,,,,,,,,
AGO,Africa,Angola,1/19/2021,32866268,19011,95.429,442,3,2.857,578.435,2.586,2.904,13.448,0.091,0.087,0.97,,,,,,,,,
AGO,Africa,Angola,1/20/2021,32866268,19093,95.429,444,2,2.857,580.93,2.495,2.904,13.509,0.061,0.087,0.96,,,,,,,,,
AGO,Africa,Angola,1/21/2021,32866268,19177,80.571,448,4,3.286,583.486,2.556,2.451,13.631,0.122,0.1,0.95,,,,,,,,,
AGO,Africa,Angola,1/22/2021,32866268,19269,84.286,452,4,3.429,586.285,2.799,2.565,13.753,0.122,0.104,0.95,,,,,,,,,
AGO,Africa,Angola,1/23/2021,32866268,19367,86,457,5,3.714,589.267,2.982,2.617,13.905,0.152,0.113,0.94,,,,,,,,,
AGO,Africa,Angola,1/24/2021,32866268,19399,74.857,459,2,3.286,590.24,0.974,2.278,13.966,0.061,0.1,0.93,,,,,,,,,
AGO,Africa,Angola,1/25/2021,32866268,19476,78.571,461,2,3.143,592.583,2.343,2.391,14.027,0.061,0.096,0.93,,,,,,,,,
AGO,Africa,Angola,1/26/2021,32866268,19553,77.429,462,1,2.857,594.926,2.343,2.356,14.057,0.03,0.087,0.92,,,,,,,,,
AGO,Africa,Angola,1/27/2021,32866268,19580,69.571,462,0,2.571,595.748,0.822,2.117,14.057,0,0.078,0.91,,,,,,,,,
AGO,Africa,Angola,1/28/2021,32866268,19672,70.714,464,2,2.286,598.547,2.799,2.152,14.118,0.061,0.07,0.91,,,,,,,,,
AGO,Africa,Angola,1/29/2021,32866268,19723,64.857,464,0,1.714,600.099,1.552,1.973,14.118,0,0.052,0.9,,,,,,,,,
AGO,Africa,Angola,1/30/2021,32866268,19782,59.286,464,0,1,601.894,1.795,1.804,14.118,0,0.03,0.9,,,,,,,,,
AGO,Africa,Angola,1/31/2021,32866268,19796,56.714,466,2,1,602.32,0.426,1.726,14.179,0.061,0.03,0.9,,,,,,,,,
AGO,Africa,Angola,2/1/2021,32866268,19829,50.429,466,0,0.714,603.324,1.004,1.534,14.179,0,0.022,0.89,,,,,,,,,
AGO,Africa,Angola,2/2/2021,32866268,19900,49.571,468,2,0.857,605.484,2.16,1.508,14.24,0.061,0.026,0.89,,,,,,,,,
AGO,Africa,Angola,2/3/2021,32866268,19937,51,470,2,1.143,606.61,1.126,1.552,14.3,0.061,0.035,0.89,,,,,,,,,
AGO,Africa,Angola,2/4/2021,32866268,19996,46.286,473,3,1.286,608.405,1.795,1.408,14.392,0.091,0.039,0.89,,,,,,,,,
AGO,Africa,Angola,2/5/2021,32866268,20030,43.857,474,1,1.429,609.439,1.034,1.334,14.422,0.03,0.043,0.89,,,,,,,,,
AGO,Africa,Angola,2/6/2021,32866268,20062,40,475,1,1.571,610.413,0.974,1.217,14.453,0.03,0.048,0.89,,,,,,,,,
AGO,Africa,Angola,2/7/2021,32866268,20086,41.429,475,0,1.286,611.143,0.73,1.261,14.453,0,0.039,0.9,,,,,,,,,
AGO,Africa,Angola,2/8/2021,32866268,20112,40.429,475,0,1.286,611.934,0.791,1.23,14.453,0,0.039,0.9,,,,,,,,,
AGO,Africa,Angola,2/9/2021,32866268,20163,37.571,478,3,1.429,613.486,1.552,1.143,14.544,0.091,0.043,0.9,,,,,,,,,
AGO,Africa,Angola,2/10/2021,32866268,20210,39,487,9,2.429,614.916,1.43,1.187,14.818,0.274,0.074,0.91,,,,,,,,,
AGO,Africa,Angola,2/11/2021,32866268,20261,37.857,487,0,2,616.468,1.552,1.152,14.818,0,0.061,0.91,,,,,,,,,
AGO,Africa,Angola,2/12/2021,32866268,20294,37.714,490,3,2.286,617.472,1.004,1.148,14.909,0.091,0.07,0.91,,,,,,,,,
AGO,Africa,Angola,2/13/2021,32866268,20329,38.143,491,1,2.286,618.537,1.065,1.161,14.939,0.03,0.07,0.92,,,,,,,,,
AGO,Africa,Angola,2/14/2021,32866268,20366,40,492,1,2.429,619.663,1.126,1.217,14.97,0.03,0.074,0.92,,,,,,,,,
AGO,Africa,Angola,2/15/2021,32866268,20381,38.429,493,1,2.571,620.119,0.456,1.169,15,0.03,0.078,0.92,,,,,,,,,
AGO,Africa,Angola,2/16/2021,32866268,20389,32.286,494,1,2.286,620.362,0.243,0.982,15.031,0.03,0.07,0.93,,,,,,,,,
AGO,Africa,Angola,2/17/2021,32866268,20400,27.143,496,2,1.286,620.697,0.335,0.826,15.091,0.061,0.039,0.94,,,,,,,,,
AGO,Africa,Angola,2/18/2021,32866268,20452,27.286,498,2,1.571,622.279,1.582,0.83,15.152,0.061,0.048,0.95,,,,,,,,,
AGO,Africa,Angola,2/19/2021,32866268,20478,26.286,498,0,1.143,623.07,0.791,0.8,15.152,0,0.035,0.96,,,,,,,,,
AGO,Africa,Angola,2/20/2021,32866268,20499,24.286,498,0,1,623.709,0.639,0.739,15.152,0,0.03,0.97,,,,,,,,,
AGO,Africa,Angola,2/21/2021,32866268,20519,21.857,499,1,1,624.318,0.609,0.665,15.183,0.03,0.03,0.98,,,,,,,,,
AGO,Africa,Angola,2/22/2021,32866268,20548,23.857,499,0,0.857,625.2,0.882,0.726,15.183,0,0.026,1,,,,,,,,,
AGO,Africa,Angola,2/23/2021,32866268,20584,27.857,500,1,0.857,626.296,1.095,0.848,15.213,0.03,0.026,1.01,,,,,,,,,
AGO,Africa,Angola,2/24/2021,32866268,20640,34.286,501,1,0.714,628,1.704,1.043,15.244,0.03,0.022,1.02,,,,,,,,,
AGO,Africa,Angola,2/25/2021,32866268,20695,34.714,502,1,0.571,629.673,1.673,1.056,15.274,0.03,0.017,1.03,,,,,,,,,
AGO,Africa,Angola,2/26/2021,32866268,20759,40.143,504,2,0.857,631.62,1.947,1.221,15.335,0.061,0.026,1.03,,,,,,,,,
AGO,Africa,Angola,2/27/2021,32866268,20782,40.429,506,2,1.143,632.32,0.7,1.23,15.396,0.061,0.035,1.03,,,,,,,,,
